tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
2012-09-02,0XS9FQA,VOLKSWAGEN,PHOETON,2001,17228,8923,1949
2017-01-20,U8W2JQO,VOLKSWAGEN,PASSAT,2007,152790,5763,1123
2017-09-08,9BK6ZOA,VOLKSWAGEN,POLO,2007,105559,1359,472
2019-09-01,H59SG2N,VOLVO,S40,2010,103130,1925,441
2018-10-14,O57RLSG,FORD,MONDEO,2003,179255,2431,286
2017-03-17,6BX9K49,MERCEDES,E200,2011,89181,4287,551
2012-01-22,F3UT79K,MERCEDES,C180,2005,158765,5887,1186
2011-08-07,EO3911B,FIAT,SPIDER,2003,190995,3882,1500
2014-03-17,16P3CST,VOLKSWAGEN,SCIROCCO,2002,52924,1828,1176
2014-08-16,WLE8II3,MERCEDES,E200,2002,81990,3481,1765
2015-12-19,K773WSI,FORD,ESCORT,2012,122377,3868,1562
2019-07-26,WUZT9A2,VOLKSWAGEN,POLO,2007,76613,4588,1307
2018-12-30,H3AHPMU,MERCEDES,S350,2018,124297,8413,861
2011-02-26,0X3RCF7,VOLVO,S40,2002,118721,385,1378
2019-08-21,X3SOWDC,MERCEDES,S350,2007,170675,1631,1104
2015-07-24,D358P2A,VOLKSWAGEN,PASSAT,2007,39945,73,1193
2015-08-23,7U4M9H2,FORD,KUGA,2003,192664,5418,1206
2011-10-10,QFE5WKD,FORD,ESCORT,2000,166950,2932,1049
2013-05-28,2UW5KUI,VOLKSWAGEN,PHOETON,2003,96960,4486,1192
2015-04-14,LO11RYE,FORD,KUGA,2009,114831,819,1522
2015-09-04,1O7JD59,VOLKSWAGEN,PHOETON,2005,38445,3300,1709
2015-02-27,FXWXYKE,MERCEDES,A180,2010,110405,5964,1082
2019-08-24,56BH8JE,VOLVO,S60,2000,84999,1729,937
2016-12-13,NWCSXQQ,VOLVO,S60,2014,154112,1472,1057
2016-11-22,C390CC9,FORD,FIESTA,2008,163445,8402,752
2012-03-23,8A3V5JW,MERCEDES,S600,2002,38236,9884,771
2020-02-29,8SOA3DK,VOLVO,V60,2005,158827,6490,685
2018-03-04,NUS0HOT,VOLVO,XC90,2001,99276,6690,1893
2013-03-30,EBXTISN,MERCEDES,A180,2000,76900,4163,1630
2016-08-21,UJC8VCW,FORD,FIESTA,2011,144001,974,956
2018-01-06,KRGBUUN,VOLKSWAGEN,GOLF,2013,174023,777,1086
2014-04-22,2X95FOF,VOLVO,S90,2005,125996,2044,1864
2017-03-13,H96DLAU,VOLVO,V60,2013,114215,8840,1768
2016-01-06,M01ZTBR,VOLKSWAGEN,PASSAT,2015,178283,7368,1820
2012-04-24,HO50TWE,MERCEDES,S600,2001,153727,7303,1149
2011-03-26,3JJ5WF3,VOLKSWAGEN,POLO,2003,89105,2566,1202
2014-07-08,3AKRWTS,FIAT,SPIDER,2008,156494,4983,1423
2020-02-13,M7PIQOK,MERCEDES,E250,2016,190095,2348,1170
2012-04-08,QE6MTA7,MERCEDES,A180,2011,154066,5149,624
2010-07-31,IIYGOWZ,VOLKSWAGEN,JETTA,2000,177143,3076,1707
2010-01-24,RZ1MWV5,VOLKSWAGEN,JETTA,2010,157027,7974,1771
2017-02-28,DZJ63TD,VOLVO,S60,2000,194244,1522,1040
2012-05-17,6TVFJUR,FORD,KA,2004,54083,8254,1343
2010-08-22,CMG6MUW,MERCEDES,A180,2004,193825,7945,675
2019-03-09,7RGP9J5,FORD,KA,2007,147130,9203,1207
2013-08-23,YMP2XGO,VOLKSWAGEN,POLO,2002,30102,8418,1640
2015-01-30,1BFUI2D,FORD,FOCUS,2003,103294,1460,1246
2012-10-17,IRV0FR2,FORD,ESCORT,2012,190016,2911,1553
2010-11-06,1QR60JW,FORD,KUGA,2003,63529,7730,405
2014-02-25,8IFQHT2,VOLKSWAGEN,SCIROCCO,2004,188957,8743,1607
2013-11-13,OYDJY8P,FIAT,MAREA,2000,100434,112,562
2018-10-13,8VX7TDO,MERCEDES,S600,2002,17756,7184,1173
2020-06-04,6TT9TGW,FORD,MONDEO,2016,38456,8506,1628
2017-03-21,KSBB00D,VOLKSWAGEN,PASSAT,2012,17766,1149,515
2010-04-16,L0396F9,FORD,KUGA,2003,6518,3951,1850
2010-08-20,258Q64K,FIAT,LINEA,2007,59318,6501,764
2014-02-05,5IGRUAG,MERCEDES,C180,2013,19776,4695,588
2018-10-23,EVX89K2,MERCEDES,C180,2017,171020,8132,1996
2014-05-02,FFTG3RL,FORD,KA,2001,50990,2914,1699
2016-02-29,S09UZRV,MERCEDES,C180,2014,189300,256,902
2012-11-06,YD9R9X8,FORD,KUGA,2012,101192,4402,1663
2012-10-28,TPC2M83,VOLVO,S60,2001,80845,8006,1054
2017-11-10,OP1G83I,FORD,KA,2011,129577,8813,386
2013-01-18,GDFD4FX,VOLVO,V60,2004,126884,7927,1255
2013-06-12,HK2I6YZ,FIAT,EGEA,2010,4960,8734,1629
2015-03-04,9E26APB,VOLVO,V60,2009,36985,2583,1258
2013-08-19,D0XKRYM,MERCEDES,A180,2003,189054,8115,632
2013-01-10,KCZI56L,VOLVO,S90,2010,127129,4554,1050
2014-08-01,61WHM8F,FIAT,MAREA,2008,23521,2726,1236
2017-01-13,WCCSCL6,FIAT,FIORINO,2016,31757,9925,1005
2011-09-08,1KF5VO4,VOLKSWAGEN,JETTA,2008,107927,4132,1645
2016-09-12,IA15LS5,FIAT,FIORINO,2001,176637,244,500
2010-07-18,QCXAXDW,VOLVO,S60,2005,105164,5290,1685
2016-01-09,5UYA992,FORD,KA,2000,123586,9389,605
2019-06-04,CAS3BAX,FORD,ESCORT,2012,52835,5819,950
2017-05-03,6YTFL7H,FORD,MONDEO,2005,188951,1269,1059
2017-01-31,LPQV5Q3,FIAT,MAREA,2017,57344,7881,1806
2018-03-26,XKRLM6E,VOLVO,S60,2001,114108,2198,1608
2012-11-19,L4BKA3R,FIAT,DOBLO,2006,180567,6513,353
2015-09-07,G4XEEK9,VOLKSWAGEN,PHOETON,2005,116387,5786,252
2020-06-07,2JBW0PH,VOLVO,S90,2013,95450,1264,1049
2012-05-25,7FUR22E,FORD,FOCUS,2000,103936,9980,303
2012-05-13,91KCMRM,VOLVO,S90,2007,114219,2024,972
2012-04-19,LEYQT9H,FORD,FIESTA,2006,137553,8409,619
2012-03-06,WVEAH1S,VOLVO,S40,2003,185661,2839,1888
2019-02-09,UZSRDP1,MERCEDES,S600,2015,24229,8544,867
2016-10-25,QLMLWMS,FIAT,MAREA,2015,52815,488,521
2019-08-17,GEBKJK3,VOLKSWAGEN,JETTA,2014,1838,2121,1899
2019-05-21,33LID0E,FIAT,DOBLO,2008,91891,5059,1184
2016-12-09,XMTI278,VOLVO,S90,2002,36710,8031,1153
2012-11-02,MLHQV2Z,FIAT,SPIDER,2008,134369,6401,812
2010-11-12,ZU31KKA,FIAT,MAREA,2001,158738,6070,1356
2013-03-19,3XF8S92,MERCEDES,E200,2011,81445,312,266
2016-02-21,7GOD062,MERCEDES,C180,2009,193748,9476,1072
2019-08-18,K7CSGKZ,FIAT,DOBLO,2014,153001,5225,1826
2017-08-23,UXUJCRI,VOLKSWAGEN,PHOETON,2007,40492,5382,1901
2011-07-13,XNPP3EI,VOLVO,XC90,2011,143221,3347,310
2010-04-25,4KWZ2MY,VOLVO,XC90,2001,25537,9533,1642
2013-05-11,0Q6UGB6,VOLVO,S60,2005,115324,9610,456
2018-04-23,DZBUICU,VOLKSWAGEN,GOLF,2011,187123,621,917
2011-10-22,DVRFS11,MERCEDES,A180,2006,5635,7047,432
2013-08-25,EZMGATA,VOLVO,S60,2001,48781,7897,1746
2014-10-14,7NRC7QY,VOLKSWAGEN,JETTA,2007,184830,2763,547
2011-01-28,OBC89A8,MERCEDES,S350,2011,188483,7342,1122
2018-12-18,RXBN1Y5,FORD,KUGA,2002,111734,3639,1807
2010-04-27,4POGIJ0,FIAT,LINEA,2002,56167,7049,1542
2020-06-16,W1KUI0L,MERCEDES,A180,2001,173537,103,977
2013-10-08,9TDZCGT,FIAT,DOBLO,2006,47121,5573,971
2013-01-02,0YUQ2CV,FORD,FIESTA,2013,61557,3025,1301
2014-03-07,D23GM4U,VOLVO,S40,2002,52028,5048,1612
2015-01-04,WYJ34MW,VOLKSWAGEN,GOLF,2007,164699,7350,536
2011-12-21,5K7T5XM,MERCEDES,S350,2008,87324,8286,1735
2013-11-06,3P7N6LM,VOLVO,S40,2002,158271,4443,908
2012-05-05,BE6MJA3,FIAT,EGEA,2006,3835,5852,322
2017-01-03,LB4M8HO,FIAT,MAREA,2013,139279,1489,1136
2013-05-24,B9J52OW,VOLKSWAGEN,SCIROCCO,2009,111292,6031,263
2014-03-21,6PZNP23,VOLVO,S60,2010,174559,8456,1395
2016-04-01,RYE8U7A,FIAT,ALBEA,2006,184654,5696,944
2019-10-14,JD7I4IX,FIAT,FIORINO,2015,145207,5614,598
2011-05-28,HPHFYBP,FORD,FIESTA,2010,172253,5629,1331
2017-10-26,EI60DSF,FIAT,DOBLO,2014,170114,7248,520
2013-07-20,CB2NBZ1,MERCEDES,S350,2004,153214,394,1220
2017-02-28,N25L67Z,FORD,ESCORT,2005,98604,6385,808
2015-01-16,W9RZZCN,VOLKSWAGEN,PHOETON,2009,40053,574,366
2012-08-15,JPBECI9,VOLVO,XC90,2008,138548,4039,1102
2018-12-24,MLKAMU9,FIAT,LINEA,2004,111816,7900,1811
2013-07-30,HFMIWCS,VOLVO,S60,2011,101312,9954,716
2011-06-19,LACEK4M,FIAT,SPIDER,2005,30234,7851,1592
2012-07-04,DQ9DL2A,FORD,KUGA,2000,73641,9142,753
2012-09-01,MFKL4ZR,MERCEDES,S350,2003,181291,8531,786
2019-01-14,9DGK48P,VOLVO,V40,2009,162582,4292,878
2011-12-05,7QET8OE,MERCEDES,C180,2000,175971,330,1672
2012-01-04,SQ4JL2O,MERCEDES,E250,2011,165930,563,514
2019-03-12,8ZIV8JN,MERCEDES,A180,2009,40997,2133,1699
2019-04-11,OI2FD88,VOLKSWAGEN,SCIROCCO,2016,45504,5915,539
2010-04-23,GB6OTUR,VOLKSWAGEN,PHOETON,2007,12105,3371,440
2011-03-10,R1VXC5G,FIAT,MAREA,2002,142570,1364,803
2011-01-23,I6SRKOV,VOLKSWAGEN,JETTA,2000,142730,5730,1384
2012-01-20,Y8QHU38,VOLVO,V40,2008,188585,5396,775
2015-03-18,HB1FBIZ,VOLVO,V40,2006,114442,7657,1015
2014-02-11,82ST11I,VOLKSWAGEN,JETTA,2013,115546,5924,1278
2016-04-05,YQ81EPW,MERCEDES,E250,2009,100694,603,1819
2019-03-04,BZHW87P,VOLVO,XC90,2018,129833,4092,494
2016-09-05,55Y9IK6,VOLKSWAGEN,PHOETON,2000,147833,1567,1360
2014-12-26,GQAVQ6G,MERCEDES,E200,2003,70658,2999,858
2019-11-09,76WHA0D,MERCEDES,E250,2001,179410,3295,1091
2019-01-17,9CGHIBX,FORD,KA,2009,161695,7896,624
2011-04-01,A0W5ML7,VOLVO,V60,2005,53284,9612,386
2015-04-05,NETORQ7,VOLVO,XC90,2009,90422,4379,886
2011-03-11,99NAZVU,MERCEDES,C180,2005,141908,9118,1603
2012-10-06,KNZPEI2,VOLVO,V60,2011,159324,296,1204
2017-10-19,N69S4V8,VOLVO,S60,2012,5570,8609,727
2017-09-03,VU4OHO4,FIAT,FIORINO,2012,166089,1720,1362
2018-12-26,77YZXH2,FIAT,FIORINO,2002,90076,9666,1291
2011-10-18,BOIYU2N,VOLKSWAGEN,GOLF,2003,193563,5277,657
2012-09-22,U84CPFE,MERCEDES,C180,2005,191784,2434,925
2013-02-23,4INWC4I,VOLVO,S40,2002,162566,5770,489
2015-04-30,1A7MN2F,FIAT,SPIDER,2009,125477,6562,1086
2013-05-11,KX3MJ7O,VOLVO,V60,2011,65895,3910,1878
2015-10-02,K4C1HF7,VOLVO,S40,2015,90732,4886,303
2014-07-20,18D9EZT,FORD,KUGA,2001,50249,3508,407
2019-01-16,D63NWCJ,FORD,FOCUS,2006,97475,5922,1516
2017-05-11,73B9P36,VOLKSWAGEN,PHOETON,2001,101461,8439,1120
2011-09-01,RIU1DZ9,VOLKSWAGEN,JETTA,2007,98270,9349,254
2014-08-13,BWW0LC6,VOLVO,XC90,2002,2830,2715,322
2017-02-20,F2XS0U9,VOLKSWAGEN,PHOETON,2015,148497,9701,1663
2012-11-29,09V2QTY,MERCEDES,S600,2005,74478,2682,1644
2013-01-31,LN8BD7F,FORD,KUGA,2013,160340,9731,1267
2016-04-15,FRMYNYE,FORD,FOCUS,2008,1699,5165,1814
2013-03-15,II1WLNA,FORD,KA,2009,23099,2779,1133
2014-12-19,THBMX2K,MERCEDES,S600,2004,40556,4289,933
2018-11-21,TJIVU29,FORD,FIESTA,2002,75806,3348,1765
2017-09-01,L2WYR2N,FORD,KUGA,2003,158096,7523,917
2012-10-08,4GTKWC0,VOLVO,S40,2012,181007,8091,866
2015-02-25,6EZC3LO,VOLKSWAGEN,PHOETON,2006,2006,366,1759
2020-04-12,D8WUHA4,VOLVO,S90,2016,54199,565,656
2019-11-04,UHGOYFJ,MERCEDES,S600,2004,43505,7001,317
2017-07-24,5AB66WJ,MERCEDES,E200,2015,188670,1663,1375
2010-04-19,W0F16SD,VOLKSWAGEN,POLO,2003,90689,3706,1698
2013-09-13,E8WG14P,VOLKSWAGEN,POLO,2013,42771,1312,1302
2016-06-04,744DBQ2,MERCEDES,S350,2005,11991,2203,672
2015-10-19,QNMWJVW,MERCEDES,C180,2007,111488,8375,470
2016-03-09,EAOD2TV,VOLVO,V60,2011,111828,7391,1681
2017-06-18,QT0IG71,FIAT,DOBLO,2000,108858,5613,617
2019-01-01,TKQMSPI,VOLKSWAGEN,JETTA,2018,187089,602,1031
2017-07-04,OBSG3CA,MERCEDES,E200,2012,11759,5676,934
2016-07-14,NU3V4CU,MERCEDES,A180,2016,16476,4534,564
2018-02-25,28K4X76,MERCEDES,S350,2009,89887,439,1077
2016-03-06,A1NBGGA,FORD,KA,2008,150414,3063,1883
2019-01-28,E46IU7T,VOLKSWAGEN,PASSAT,2003,4386,2065,1756
2011-06-27,IRYZFQZ,VOLVO,S40,2008,25162,7604,1357
2016-02-01,EL7YHOI,MERCEDES,C180,2007,58336,4029,1011
2018-08-09,YQRYQJI,FORD,ESCORT,2004,73200,1441,365
2015-02-19,ZSJE3LF,VOLVO,XC90,2014,160988,4047,482
2011-09-11,GWMUHNQ,FIAT,FIORINO,2005,8025,9439,488
2010-10-14,6S6VM1I,VOLKSWAGEN,SCIROCCO,2006,16727,7627,1194
2018-08-12,QDI3BIE,VOLKSWAGEN,PASSAT,2012,125646,9411,1205
2010-12-23,T6H0UYB,VOLKSWAGEN,PHOETON,2004,30276,1012,1078
2014-07-26,42YLE7X,VOLKSWAGEN,PASSAT,2009,183255,1221,1320
2014-02-20,W2TVW88,MERCEDES,S600,2013,102912,6839,596
2016-11-09,W32D43Q,VOLVO,V40,2012,63337,1179,686
2019-01-18,VKHLLWX,MERCEDES,A180,2001,159738,1025,929
2018-11-04,UW3R1CI,VOLVO,V40,2001,145905,1882,1649
2014-09-09,37YDPNL,VOLVO,S40,2008,17750,7566,753
2017-11-12,Z581L9O,MERCEDES,E200,2004,124787,5528,995
2015-08-02,P87FBOG,VOLKSWAGEN,SCIROCCO,2009,27694,7839,372
2019-08-17,CMSQAAV,FIAT,LINEA,2018,38670,3397,906
2012-11-02,C3N0Y6K,VOLVO,S60,2009,182916,212,888
2019-09-14,0Y1EQMD,FIAT,FIORINO,2018,80251,2480,1582
2010-07-01,ZNDJNPT,VOLKSWAGEN,PHOETON,2002,31402,4673,731
2015-07-31,2D54J3A,FORD,KUGA,2003,190371,6557,1584
2015-08-19,VY2EXP6,FORD,MONDEO,2000,1304,5234,922
2013-09-27,9916VMS,VOLVO,V60,2003,195058,623,644
2020-01-02,4K1TWKW,VOLKSWAGEN,POLO,2009,181468,8420,475
2010-02-04,R8Y4Y7A,MERCEDES,C180,2006,108419,1075,1952
2010-05-02,8ALO4VS,FIAT,DOBLO,2007,161293,6097,472
2016-06-29,E0JIQNA,FIAT,SPIDER,2007,19855,5138,708
2018-01-27,CEG6K4K,FORD,FIESTA,2014,56052,4409,1322
2014-12-06,7655I6G,MERCEDES,S350,2008,144775,3280,1545
2011-06-06,RIOH1UP,VOLVO,S40,2001,174505,7059,899
2018-07-31,S47S13X,VOLVO,V40,2014,23528,2336,1809
2010-10-30,THLYKVP,VOLVO,XC90,2010,193427,2508,522
2018-01-28,9YCL8HE,VOLKSWAGEN,PHOETON,2008,96167,6955,604
2012-02-18,IQ7ZRYN,VOLVO,XC90,2009,53096,3703,1935
2017-10-01,A8LTTVP,VOLVO,XC90,2010,158205,4050,717
2018-08-21,DLL7WLA,VOLKSWAGEN,JETTA,2018,70865,8371,323
2019-07-17,X0GF0AC,VOLKSWAGEN,POLO,2000,97055,4105,1134
2012-02-17,2N7GCZI,MERCEDES,A180,2003,63262,3180,912
2019-05-03,N31ZD7C,FORD,KUGA,2007,56662,6102,1312
2013-10-17,FP32V10,FIAT,DOBLO,2007,145574,7487,1553
2018-08-23,XZTBE9D,MERCEDES,S600,2010,5166,802,1526
2012-12-17,CGTG0D8,VOLVO,XC90,2004,134766,8661,1280
2013-05-17,8NQULPW,VOLVO,S40,2010,176738,7676,911
2010-12-11,5ETJJMS,FIAT,DOBLO,2002,87863,7157,1328
2016-09-07,T5QJDL4,VOLKSWAGEN,PHOETON,2012,146894,7293,1374
2014-07-26,JALKUZZ,VOLVO,XC90,2006,97490,784,728
2011-04-26,IKP4N7G,VOLVO,V60,2009,150927,1093,1749
2015-10-30,3PLFG2H,VOLVO,V60,2013,170757,2115,1323
2014-09-29,V78WMQ6,FIAT,LINEA,2004,182691,4895,1906
2017-07-24,Z2WX5LW,VOLVO,V60,2007,48999,7911,828
2013-01-20,YUFAQ31,VOLVO,S60,2001,27937,8991,1068
2015-09-28,SPAUDWJ,MERCEDES,E200,2012,48831,4406,561
2016-12-31,SM3X0Q8,FIAT,EGEA,2004,163283,7710,1774
2011-06-08,BOJONVS,FORD,KA,2002,144711,5745,612
2014-11-02,5X00O1J,VOLKSWAGEN,SCIROCCO,2005,30624,4334,817
2010-09-17,U48D958,VOLKSWAGEN,JETTA,2010,127070,496,589
2018-12-27,X463EZ7,MERCEDES,C180,2018,87409,3390,868
2020-02-19,WDBG7S0,FORD,FOCUS,2012,55362,9267,815
2010-10-18,NHWOH9X,VOLKSWAGEN,POLO,2001,112990,4470,477
2017-01-19,72769IB,FORD,FOCUS,2000,109566,5809,253
2014-10-29,OGPVSXI,VOLKSWAGEN,JETTA,2005,109853,6344,536
2017-02-14,1BMF0FW,VOLKSWAGEN,POLO,2017,198263,7537,1832
2020-04-13,RWARKTO,FORD,ESCORT,2014,188023,7704,1130
2016-08-25,MREF6J4,VOLKSWAGEN,PHOETON,2009,179663,5835,278
2010-12-12,9ZNJEMV,VOLKSWAGEN,POLO,2007,30873,7705,1103
2012-03-01,RR8VQDT,VOLVO,XC90,2009,112107,5058,1500
2013-11-30,D8PNA4Z,VOLVO,V40,2011,49856,4542,1972
2010-07-30,VXZAPDP,VOLKSWAGEN,SCIROCCO,2008,77666,2328,317
2013-09-09,QSTCU70,MERCEDES,A180,2007,9983,592,919
2015-04-05,NZZQ62K,FORD,KA,2013,89648,4379,1028
2018-12-15,LA46OH3,VOLVO,V60,2002,81755,4433,1280
2013-07-25,KKSGXIQ,MERCEDES,C180,2010,158876,1650,1732
2015-08-13,THUFF2U,MERCEDES,C180,2003,162747,3694,1539
2017-04-24,J01V7EF,VOLVO,S40,2008,26097,1619,1210
2016-09-15,6B8I3U6,VOLKSWAGEN,POLO,2011,107862,7819,846
2019-11-07,7BIIS1Z,VOLVO,S40,2019,197960,8114,541
2010-08-28,34EGX2J,FIAT,EGEA,2004,70102,6702,509
2014-07-01,UKW7SXN,VOLVO,V60,2004,60593,7234,703
2014-05-21,ZSFKRPU,MERCEDES,E250,2001,38964,3944,1446
2020-02-14,IMCVUNV,VOLKSWAGEN,JETTA,2005,100715,5219,1702
2012-07-19,QPYFG1Z,VOLVO,V60,2005,132604,4344,1497
2012-09-22,FOIOTKZ,FIAT,SPIDER,2006,165968,3341,387
2019-10-24,VX6X0TA,VOLKSWAGEN,SCIROCCO,2010,144678,6433,1891
2013-07-28,XHVXRDY,VOLKSWAGEN,SCIROCCO,2007,176732,8800,863
2013-08-22,32X2JB7,VOLKSWAGEN,JETTA,2007,36130,9261,1332
2018-06-14,GFAO1GM,MERCEDES,E250,2000,93063,9707,610
2015-06-25,842E5LX,VOLVO,XC90,2014,43983,6488,1977
2010-10-18,W3CWOEE,VOLKSWAGEN,SCIROCCO,2000,105984,2413,1494
2017-01-15,6CO1XWF,FIAT,FIORINO,2009,154097,2312,1070
2017-03-19,LNA46PZ,FIAT,MAREA,2002,55403,5222,1623
2014-03-05,QWRXYY6,FORD,FIESTA,2004,69436,2845,1184
2015-07-25,U66LSXD,FORD,KUGA,2003,26362,1414,1667
2019-08-08,NS448WI,VOLKSWAGEN,PASSAT,2011,168927,6519,1376
2012-10-05,T8702CP,VOLKSWAGEN,PHOETON,2008,32994,9009,1539
2016-07-26,6EYAVEG,VOLVO,S90,2011,42710,7245,1509
2015-05-16,K6ROIB1,FORD,MONDEO,2007,160689,3650,344
2012-01-06,5TMSD3A,MERCEDES,S350,2006,90447,2608,683
2017-10-06,4A38Q7B,VOLVO,XC90,2014,197593,7567,321
2019-03-07,9WQEI0U,VOLKSWAGEN,POLO,2018,108240,3167,1198
2014-03-22,CKDYU2X,VOLKSWAGEN,POLO,2010,162254,6649,1458
2012-01-01,JEYRT5T,VOLVO,V40,2000,69096,4676,892
2011-09-06,MROXU1D,VOLVO,XC90,2009,166666,4463,718
2017-07-25,YR4R4A1,MERCEDES,S350,2016,4815,7836,1399
2014-08-09,90CIG5A,FORD,FOCUS,2008,51232,5791,1614
2013-05-27,74E1IW4,MERCEDES,A180,2004,31121,239,394
2017-10-23,CK7SQ10,MERCEDES,S600,2012,196653,8656,361
2020-02-02,LO2YOD4,VOLKSWAGEN,JETTA,2006,185545,4714,613
2017-10-25,QZZD9Y3,MERCEDES,S350,2010,48170,7664,1584
2015-08-04,A9UVST0,MERCEDES,C180,2009,79873,4886,1668
2014-07-08,GPWCWVH,FIAT,LINEA,2006,150774,6973,255
2014-03-18,T0GHJ50,MERCEDES,S350,2001,123624,7033,1800
2011-05-30,8CTT6V9,MERCEDES,E200,2009,9330,8640,959
2017-02-04,GPRR4CB,FORD,KUGA,2011,108453,1223,1506
2015-10-29,GTZZPYT,MERCEDES,E250,2004,58859,5158,1490
2014-01-19,92NQHU3,MERCEDES,A180,2006,121243,9360,516
2012-01-29,8MZ6EXU,VOLKSWAGEN,JETTA,2007,23628,7200,1735
2017-02-01,JX99LB9,FORD,MONDEO,2008,14565,4357,959
2012-12-15,CHXLPGY,FORD,KUGA,2011,80309,951,958
2012-08-19,21ZS65T,FORD,FOCUS,2006,28267,9281,1546
2019-12-30,9O3KLKA,FIAT,SPIDER,2014,60421,2361,793
2011-09-13,HFDPLQZ,FORD,FIESTA,2005,123752,5961,1570
2012-09-16,EGFMZUG,FIAT,DOBLO,2002,14804,2552,1588
2010-09-23,QYZ3FAJ,FIAT,MAREA,2007,127766,3751,1359
2010-05-17,Y52KUGJ,VOLKSWAGEN,JETTA,2005,95136,3465,871
2013-11-08,F5F5GFQ,FORD,FOCUS,2012,14017,1647,950
2011-09-28,BC7ODKO,VOLVO,V60,2005,116329,7007,263
2011-10-07,KYHQANP,VOLVO,V40,2011,186042,8888,1643
2016-05-03,EUVCXQ2,FIAT,SPIDER,2012,82513,6414,658
2012-10-18,JSA9YGL,FIAT,ALBEA,2009,9621,1096,903
2019-03-03,R48L0QX,FORD,ESCORT,2000,144424,4311,1978
2020-01-10,IRJ7SDM,FORD,MONDEO,2016,123184,9265,595
2010-10-12,NW6AKRH,FORD,FOCUS,2008,48650,1372,431
2012-02-09,LFEKVY7,MERCEDES,A180,2010,50347,862,426
2018-04-10,RZR2G1V,VOLKSWAGEN,POLO,2007,128521,1825,1828
2016-05-29,1ZTWSFF,VOLKSWAGEN,PASSAT,2006,9035,3377,1032
2016-02-06,QM5CJA4,VOLKSWAGEN,PASSAT,2006,105430,9089,880
2010-01-04,IU2EN26,FIAT,EGEA,2007,157967,5310,1441
2014-09-08,GPEBG25,VOLVO,V60,2000,119626,1850,1085
2020-03-30,Z7J4J7B,VOLKSWAGEN,JETTA,2007,141657,1361,1756
2019-08-07,RAO1CTZ,MERCEDES,A180,2002,192381,9184,1019
2020-01-26,J2KWO75,VOLKSWAGEN,SCIROCCO,2000,183772,7422,1219
2015-08-05,215PC6K,VOLVO,S40,2011,34106,9670,1487
2017-11-30,UX2ME5T,MERCEDES,S600,2009,73202,713,849
2016-07-29,QL8TWDF,FIAT,ALBEA,2007,173922,4605,1658
2016-11-30,YYWYV70,FORD,ESCORT,2004,103736,5317,1212
2011-02-09,HU3NS4Z,FIAT,MAREA,2002,101824,7601,1742
2020-04-03,3L0Q660,VOLKSWAGEN,PASSAT,2017,114854,9291,720
2010-11-08,AZO5POM,VOLVO,V40,2008,7389,2847,1448
2014-09-14,12WT9XD,VOLKSWAGEN,PHOETON,2007,114464,6191,499
2017-11-22,VXP5UUX,MERCEDES,E200,2004,107105,9944,364
2013-02-28,TMY96TD,VOLVO,V40,2013,174344,255,695
2017-07-28,P29JLUP,FIAT,ALBEA,2015,197107,5517,1559
2013-02-02,LD0RL7H,MERCEDES,S600,2013,148875,7669,1855
2014-05-24,2POGCQL,MERCEDES,E200,2000,197692,610,1081
2012-02-09,DNX5JQD,VOLVO,V40,2007,8903,4359,471
2018-11-10,74J833M,FORD,FOCUS,2016,113015,924,958
2010-10-25,O9O3JAS,FIAT,DOBLO,2010,65700,3627,868
2015-01-22,3IOS7Q9,VOLKSWAGEN,POLO,2005,121610,9047,1513
2015-11-25,SXIYS8J,VOLKSWAGEN,POLO,2003,163595,3096,854
2017-12-27,RMSO1MI,VOLVO,V60,2005,132951,3675,1268
2012-01-09,36JPRHS,FORD,ESCORT,2003,104383,2099,1935
2017-07-26,HSX9MZG,MERCEDES,S600,2009,172391,6247,441
2016-01-17,XC1NKI7,FIAT,MAREA,2004,82553,5983,1421
2017-01-20,ZYDED7F,VOLVO,V60,2012,70512,6639,854
2020-05-03,R5BBZ3T,FORD,ESCORT,2004,55550,3475,1211
2013-05-22,Y31HFPY,FIAT,DOBLO,2008,16017,8676,1489
2017-06-25,NOSZ7WP,FIAT,FIORINO,2008,169190,2436,1536
2011-09-11,J27DBY3,FORD,KUGA,2008,99177,8761,1572
2018-06-13,ML9Z57P,MERCEDES,E200,2008,72108,6925,1632
2016-07-07,33GE0NQ,FIAT,LINEA,2005,14855,936,1174
2012-06-24,1VFNIAP,VOLVO,V40,2009,111134,9791,856
2011-05-31,Y6BTZQS,VOLKSWAGEN,POLO,2009,178788,3378,1186
2012-09-15,0YWLVEX,VOLVO,S60,2002,64268,2123,1858
2013-08-24,ADV7CXP,FORD,ESCORT,2008,189760,5040,1059
2017-06-09,7CC6ZFA,VOLKSWAGEN,PASSAT,2003,4155,7042,1239
2017-04-28,FGQ9GJS,VOLKSWAGEN,PHOETON,2015,61846,9701,1013
2011-02-27,NNCSX6P,MERCEDES,S350,2000,124177,7774,598
2011-01-25,NINHW0F,MERCEDES,A180,2011,5018,9402,1144
2014-07-05,YMSHWF1,FIAT,ALBEA,2006,41918,6573,320
2012-08-24,T3N88WZ,VOLVO,XC90,2005,21924,5001,589
2010-07-20,GISB8P2,VOLKSWAGEN,PASSAT,2001,65722,5174,1183
2016-08-01,IWGNMT8,MERCEDES,S600,2003,27279,5239,901
